cluster 0 gene,cluster 0 score,cluster 1 gene,cluster 1 score,cluster 2 gene,cluster 2 score,cluster 3 gene,cluster 3 score,cluster 4 gene,cluster 4 score,cluster 5 gene,cluster 5 score,cluster 6 gene,cluster 6 score,cluster 7 gene,cluster 7 score,cluster 8 gene,cluster 8 score,cluster 9 gene,cluster 9 score,cluster 10 gene,cluster 10 score,cluster 11 gene,cluster 11 score
Gm13383,2.2977285,Scyl3,-1.3308475,Igf2r,-1.0568058,Lgi3,0.75615674,Eif2b1,2.985727,Slc29a4,-1.739331,Ascl3,0.5032052,Ago4,0.07936778,Samd11,-0.16661717,Pnpla3,0.8209763,Dmtn,-0.64422905,Pf4,-0.018176002
Gm15491,2.2977273,Zfp335os,-1.3319286,A430105J06Rik,-1.0568893,Eif3j2,0.7558837,Hddc2,2.9856102,Spef1,-1.739875,Cfap70,0.5031792,Gltpd2,0.07929845,Fam71f2,-0.16689873,Gm8817,0.8196965,Sh2d4a,-0.64442164,Lmo3,-0.018176002
Sh3bp4,2.2974713,Pomgnt2,-1.332388,Rpl36-ps3,-1.0574858,2310069G16Rik,0.7539182,Klhl17,2.9844232,Klhdc7a,-1.7400427,Gip,0.50302917,Gm16833,0.07927825,Gm17435,-0.1669561,Zfp251,0.8195349,Mks1,-0.64478767,Gzmc,-0.018176002
Kcnmb4,2.2969697,Ophn1,-1.3325409,Arhgef19,-1.057727,2310040G07Rik,0.753709,Robo2,2.9837527,Muc1,-1.7401046,Rtel1,0.50296235,Upk3a,0.0791915,Adad2,-0.16722864,3010003L21Rik,0.81951356,Itgb8,-0.64498556,Acot4,-0.018176002
Ppfia1,2.2955077,Phf7,-1.3332255,Tuba3b,-1.058038,Tmed5,0.75368154,Hoxd8,2.9835386,Zfp7,-1.7407073,Mx1,0.5022403,Kif17,0.07914475,Ak8,-0.1673729,Snx25,0.81941813,Frs3,-0.64528775,Lgi1,-0.018176002
Cox15,2.2952724,Zfp422,-1.3338349,Adam22,-1.059034,Pex1,0.75264907,Tctex1d2,2.9827142,Madd,-1.7408102,Bpifb1,0.5016574,Lbx2,0.07913841,Ppp1r3e,-0.16746143,Rimbp3,0.8191076,Rbl1,-0.64556444,Hs3st5,-0.018176002
Pdcd2l,2.289786,Cyba,-1.3340771,Cck,-1.0592396,Srp54b,0.75109243,Grk6,2.9814656,Idh3b,-1.7410066,Snd1,0.5012683,Tcte2,0.07889439,Ccdc153,-0.167527,Adcy5,0.8191032,Tril,-0.6457485,Slco4c1,-0.018176002
Rassf10,2.288844,2410141K09Rik,-1.3341125,Nkain3,-1.059791,Mettl15,0.7505058,Tbc1d1,2.9810188,Ebf4,-1.7421857,Wdr27,0.50065875,4930415F15Rik,0.07846577,Gm26538,-0.16753848,Gm11899,0.81861794,Fes,-0.6461497,Dpys,-0.018176002
Glb1l2,2.2885563,Wscd1,-1.3343892,Ccdc116,-1.0604087,4931414P19Rik,0.7495964,Ppm1h,2.9788582,Lin9,-1.7436208,Cela1,0.50053734,4930548H24Rik,0.07810409,2510017J16Rik,-0.16758601,Tff2,0.8181614,Olfml1,-0.6462816,Gm9979,-0.018176002
Cdkl3,2.288249,Mfsd9,-1.3354113,Celf3,-1.0606936,Slc25a22,0.7474422,Myh11,2.9777863,Erc2,-1.7437799,Impg2,0.49933487,Iqub,0.077682205,Gm26651,-0.16763192,Scgb3a1,0.8160483,Phykpl,-0.6463167,Gm44037,-0.018176002
Cenpi,2.2858815,Frg1,-1.3364624,Cyp17a1,-1.0610118,Mettl10,0.7471934,Lnx2,2.9768927,Trpm6,-1.7438297,Lrrc8e,0.49927065,Ncdn,0.07764972,Gm26705,-0.16785324,Mxi1,0.815327,Nfatc1,-0.6465338,Cachd1,-0.018176002
Rbl1,2.2848468,Zfp775,-1.3372723,Catsperg1,-1.0612901,Cry1,0.74667805,D030056L22Rik,2.9766142,Cox15,-1.7439115,Dgkeos,0.4976312,Gm16174,0.07740134,Kcnh7,-0.1678729,Gm7173,0.8148705,Antxr2,-0.64655507,Slc6a7,-0.018176002
Scamp5,2.2843137,Lrrn4,-1.3412534,Trim12c,-1.0619904,Adnp2,0.7463405,Gatm,2.9765673,AA986860,-1.7443569,RP23-182F18.2,0.49760705,Gm43159,0.076832086,9430065F17Rik,-0.16788356,Isl2,0.8137074,Gm28730,-0.6467296,Gm42765,-0.018176002
Nup93,2.2837925,Kcne4,-1.3424333,Gm5141,-1.0622792,Nos3,0.74598163,Hspa1a,2.9750514,Zfp868,-1.7448856,Gm17518,0.4973108,Dnal1,0.07680079,5330439K02Rik,-0.16800815,Hoxd9,0.8133236,Kctd21,-0.6470009,Gm16863,-0.018176002
Ccdc117,2.2824435,Fndc3c1,-1.3432969,Camk2b,-1.0624207,Prr7,0.7456861,Zcchc8,2.9740744,Syt8,-1.7451789,Rasd2,0.49720982,Gpr150,0.0767691,Gm26597,-0.16800815,B230322F03Rik,0.8125182,Ccdc88c,-0.6474329,Gm15687,-0.018176002
Efcab14,2.28187,Tmem237,-1.3433028,Pld2,-1.0626553,Asb6,0.74361086,Gm10146,2.9714751,Prdm1,-1.7466826,1700112J16Rik,0.4959999,Cmtm3,0.076715626,Hoxc6,-0.16800815,Zfpl1,0.8124873,Lrrk2,-0.64766914,Dpep3,-0.018176002
Chm,2.2818484,Dio2,-1.3441265,Adgrb1,-1.0635893,Ltb4r1,0.74338543,Hexdc,2.97121,Gm20939,-1.7483059,Pip5k1b,0.49319214,Ppp3r1,0.07657143,A930017K11Rik,-0.16800815,Nf2,0.8124498,Sult6b1,-0.6478873,Wfdc3,-0.018176002
Eif2ak3,2.281465,Gid4,-1.3450856,Ttc26,-1.0653076,Krit1,0.74306893,6330408A02Rik,2.9696474,Nol12,-1.748516,5430427N15Rik,0.4929252,Cbx3,0.07645338,Plppr4,-0.16800815,Cebpg,0.8120787,Pglyrp1,-0.6479639,Gm6288,-0.018176002
Nrbf2,2.2806675,Itpka,-1.34586,1700012C14Rik,-1.0653954,Gsap,0.7429118,C1galt1,2.9682333,Mturn,-1.7485337,Gm4419,0.49134627,Gm26838,0.07601921,1700001J03Rik,-0.16800815,Hrsp12,0.8117402,Klrg2,-0.6480352,BC021891,-0.018176002
Rfx1,2.2757368,Tfcp2,-1.3459293,Mbtps2,-1.0656472,Wnk4,0.7427843,Zrsr2,2.9676638,Hormad1,-1.749057,Erp27,0.49107414,Csn3,0.0759998,F630040K05Rik,-0.16830939,Phf11c,0.81163436,Cyp2u1,-0.64819163,5330417C22Rik,-0.018176002
AV099323,2.274613,Kbtbd3,-1.3473238,Bbs7,-1.0659524,Cd93,0.74167967,Sh3bp2,2.9664521,Tspyl4,-1.7498876,Ttbk1,0.4897796,Oprd1,0.0759998,Ncdn,-0.16839872,Mark3,0.8114144,Sh3bgrl,-0.64836824,Gm43597,-0.018450988
Prr15,2.2738574,Gm26670,-1.3476079,Tspan1,-1.0674124,Ints3,0.74137086,Atp5h,2.9662983,Pdgfd,-1.7503942,9530059O14Rik,0.4897573,Agtr2,0.07559217,Cd79b,-0.1685979,Fbp1,0.8084623,Uxt,-0.6486279,Gabra1,-0.018484069
Ctla2b,2.2737231,Enox1,-1.3485811,Tmem151a,-1.0676254,Arhgef15,0.7383324,2610301B20Rik,2.9656146,Fuom,-1.7508459,Herpud1,0.48963517,Stac,0.07553275,Rnf225,-0.16889176,Npm2,0.8074979,Gpha2,-0.6486375,Fam186a,-0.018484069
2510017J16Rik,2.2722924,Zfp454,-1.3489616,Endou,-1.067709,Slc16a8,0.73807734,Abca5,2.964486,Csf3,-1.7509961,Gm7160,0.48907644,Bzrap1,0.075514525,Phox2b,-0.16900323,Grid2,0.8073663,Sp100,-0.64930147,Lrp3,-0.018484069
Ppp1r26,2.2703497,Ap5b1,-1.3496088,Gm7467,-1.0679873,Pot1b,0.73776317,Eif3l,2.963418,C130073F10Rik,-1.7514522,Gm20522,0.48861757,Rasgrp2,0.075385384,1700058P15Rik,-0.16916758,Slc6a7,0.80687064,Syk,-0.64947385,4930539M17Rik,-0.018484069
AI837181,2.2692485,Cyb561d1,-1.3529853,Zfp748,-1.0692196,Irak4,0.7374508,Exd2,2.9617498,Fam49a,-1.7518826,Tldc1,0.4877232,3110083C13Rik,0.075350925,4933427G17Rik,-0.16949013,Gm10709,0.8060931,Foxa2,-0.6495994,Ppfia2,-0.018484069
Zbtb25,2.2654781,Pam,-1.3533769,Tmem198b,-1.0697749,Mpo,0.73564655,Nhej1,2.9588583,9330160F10Rik,-1.752831,Gm14635,0.48701188,Cpsf3l,0.07506016,AI646519,-0.16951226,Vmac,0.8050032,Tle2,-0.6496292,Oaz3,-0.018484069
